QuestionID,Response_1,Response_2,Response_3,Response_4,Response_5,ToF,NoF
1,1,0,1,1,1,1,2
2,1,0,0,0,1,1,2
3,1,1,1,1,1,5,0
4,1,0,0,0,0,1,1
5,1,0,1,0,1,1,4
6,0,1,0,0,0,0,2
7,1,0,0,0,0,1,1
8,0,0,0,1,1,0,1
9,1,0,0,0,0,1,1
10,1,0,1,1,1,1,2
11,1,0,0,0,1,1,2
12,0,0,0,0,0,0,0
13,1,0,0,0,0,1,1
14,0,0,0,0,0,0,0
15,1,0,0,1,1,1,2
16,0,0,0,0,0,0,0
17,1,0,0,1,1,1,2
18,1,0,1,1,1,1,2
19,1,0,0,0,0,1,1
20,1,0,1,1,0,1,3
21,1,0,0,0,0,1,1
22,1,0,0,0,0,1,1
23,1,0,0,0,0,1,1
24,1,0,0,0,0,1,1
25,1,0,0,1,0,1,3
26,1,0,0,0,0,1,1
27,1,0,0,0,0,1,1
28,1,0,0,1,0,1,3
29,1,1,1,1,0,4,1
30,0,0,0,0,0,0,0
31,1,0,0,0,0,1,1
32,1,0,0,0,0,1,1
33,1,0,0,0,0,1,1
34,0,0,0,0,0,0,0
35,1,0,0,0,0,1,1
36,0,0,0,0,1,0,1
37,1,0,0,1,0,1,3
38,1,0,0,1,1,1,2
39,1,0,0,0,0,1,1
40,0,0,0,1,1,0,1
41,1,1,1,1,1,5,0
42,1,0,0,0,0,1,1
43,1,0,1,1,1,1,2
44,1,1,0,1,1,2,2
45,1,0,0,0,0,1,1
46,0,0,0,0,0,0,0
47,1,0,0,0,1,1,2
48,1,0,0,1,1,1,2
49,1,0,1,1,1,1,2
50,1,0,0,1,0,1,3
51,1,0,0,1,1,1,2
52,1,0,1,1,1,1,2
53,1,0,0,0,0,1,1
54,1,0,0,0,0,1,1
55,1,1,1,1,1,5,0
56,0,0,0,0,0,0,0
57,1,0,0,0,0,1,1
58,0,0,0,0,1,0,1
59,1,0,0,0,0,1,1
60,0,0,0,0,0,0,0
61,1,0,0,0,0,1,1
62,0,0,1,0,0,0,2
63,1,0,1,0,1,1,4
64,0,0,0,0,0,0,0
65,1,0,1,1,1,1,2
66,1,0,0,0,0,1,1
67,1,0,0,1,0,1,3
68,1,1,1,0,0,3,1
69,1,0,0,0,0,1,1
70,1,0,0,0,0,1,1
71,0,0,0,0,0,0,0
72,1,0,0,0,0,1,1
73,1,0,0,0,0,1,1
74,0,0,0,0,0,0,0
75,1,0,1,0,0,1,3
76,0,0,0,0,0,0,0
77,1,0,1,1,1,1,2
78,1,0,0,0,0,1,1
79,1,0,0,0,0,1,1
80,0,0,0,0,0,0,0
81,1,0,0,1,1,1,2
82,1,0,0,0,0,1,1
83,1,0,1,1,1,1,2
84,1,0,0,0,0,1,1
85,1,0,0,1,0,1,3
86,0,1,0,0,0,0,2
87,1,0,0,0,0,1,1
88,1,0,1,0,0,1,3
89,1,1,1,1,1,5,0
90,0,0,0,0,0,0,0
91,1,0,0,0,0,1,1
92,1,0,0,0,0,1,1
93,1,0,1,1,1,1,2
94,0,1,1,0,1,0,3
95,1,0,0,1,0,1,3
96,0,1,1,1,1,0,1
97,0,0,0,0,1,0,1
98,0,0,0,0,0,0,0
99,1,0,0,0,0,1,1
100,1,0,1,1,1,1,2
