QuestionID,Response_1,Response_2,Response_3,Response_4,Response_5,ToF,NoF
1,1,0,0,0,0,1,1
2,0,0,0,0,0,0,0
3,1,1,1,1,1,5,0
4,1,0,0,0,1,1,2
5,1,0,0,0,0,1,1
6,0,0,0,0,0,0,0
7,1,0,1,1,1,1,2
8,0,0,0,0,1,0,1
9,1,0,1,0,0,1,3
10,1,0,0,0,0,1,1
11,1,0,0,1,1,1,2
12,1,0,0,0,0,1,1
13,0,0,0,0,1,0,1
14,1,0,0,0,1,1,2
15,1,0,0,0,0,1,1
16,0,0,0,0,0,0,0
17,1,0,0,1,1,1,2
18,1,0,0,0,0,1,1
19,1,0,0,0,0,1,1
20,1,0,0,1,1,1,2
21,0,0,0,0,0,0,0
22,1,0,0,0,0,1,1
23,1,0,0,0,0,1,1
24,1,0,0,1,0,1,3
25,1,0,0,0,1,1,2
26,1,0,0,0,1,1,2
27,1,0,1,0,0,1,3
28,1,0,0,0,0,1,1
29,1,0,0,0,0,1,1
30,1,0,0,0,0,1,1
31,1,0,0,0,0,1,1
32,1,0,0,0,0,1,1
33,1,0,0,0,0,1,1
34,0,0,0,0,0,0,0
35,1,0,0,0,1,1,2
36,1,0,0,0,0,1,1
37,1,0,0,1,1,1,2
38,1,0,1,1,0,1,3
39,0,1,0,0,1,0,3
40,1,0,0,0,0,1,1
41,1,1,1,1,1,5,0
42,1,0,0,0,0,1,1
43,1,0,1,1,0,1,3
44,1,0,0,0,0,1,1
45,1,0,0,0,0,1,1
46,1,0,0,0,0,1,1
47,1,0,0,1,1,1,2
48,1,0,0,0,0,1,1
49,1,1,1,1,1,5,0
50,1,1,0,1,1,2,2
51,1,0,1,0,1,1,4
52,1,0,0,1,1,1,2
53,1,0,0,0,0,1,1
54,1,0,0,0,0,1,1
55,1,1,1,1,1,5,0
56,1,0,0,0,0,1,1
57,1,0,0,0,0,1,1
58,1,0,0,0,0,1,1
59,0,0,0,0,0,0,0
60,1,0,0,0,0,1,1
61,1,0,0,1,0,1,3
62,0,0,0,0,0,0,0
63,1,0,0,0,0,1,1
64,0,0,0,0,0,0,0
65,1,0,0,0,1,1,2
66,1,0,0,1,1,1,2
67,1,0,0,0,0,1,1
68,1,0,0,0,0,1,1
69,1,0,0,1,0,1,3
70,1,0,0,0,0,1,1
71,1,0,0,0,0,1,1
72,1,0,0,0,0,1,1
73,1,0,0,0,0,1,1
74,1,0,1,1,1,1,2
75,1,0,0,0,0,1,1
76,1,0,1,1,1,1,2
77,1,0,0,0,0,1,1
78,1,0,0,0,0,1,1
79,1,0,0,0,0,1,1
80,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0
82,1,0,0,1,0,1,3
83,1,0,0,0,0,1,1
84,1,0,0,0,0,1,1
85,1,0,1,1,1,1,2
86,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0
88,1,1,0,1,1,2,2
89,1,0,0,0,0,1,1
90,1,0,0,0,0,1,1
91,1,0,0,0,0,1,1
92,1,0,0,0,0,1,1
93,1,0,0,0,0,1,1
94,0,0,1,1,0,0,2
95,0,0,0,0,0,0,0
96,1,0,1,1,1,1,2
97,1,0,0,0,1,1,2
98,1,0,0,0,0,1,1
99,1,0,0,0,0,1,1
100,1,1,1,1,1,5,0
