QuestionID,Response_1,Response_2,Response_3,Response_4,Response_5,ToF,NoF
1,1,0,0,0,0,1,1
2,1,0,0,0,0,1,1
3,1,0,1,1,1,1,2
4,1,0,0,0,0,1,1
5,1,1,1,1,1,5,0
6,0,0,0,0,0,0,0
7,1,0,0,0,0,1,1
8,1,0,1,1,0,1,3
9,1,1,1,1,1,5,0
10,1,0,0,1,0,1,3
11,1,0,0,1,0,1,3
12,1,0,0,0,0,1,1
13,1,0,0,0,0,1,1
14,1,0,0,0,0,1,1
15,1,0,0,0,0,1,1
16,1,0,0,0,0,1,1
17,1,1,1,1,1,5,0
18,1,0,0,1,0,1,3
19,1,0,0,0,0,1,1
20,1,0,1,1,1,1,2
21,1,0,0,0,0,1,1
22,1,1,0,0,0,2,1
23,1,0,1,0,0,1,3
24,1,0,0,1,0,1,3
25,1,0,0,0,0,1,1
26,1,0,0,1,1,1,2
27,1,1,0,1,0,2,3
28,1,0,0,0,0,1,1
29,1,1,1,1,1,5,0
30,1,0,0,0,0,1,1
31,1,0,1,0,0,1,3
32,1,0,0,0,0,1,1
33,1,0,1,0,1,1,4
34,0,0,0,0,0,0,0
35,1,0,0,0,0,1,1
36,1,0,0,0,0,1,1
37,1,0,0,0,0,1,1
38,1,1,1,0,0,3,1
39,0,0,0,0,0,0,0
40,1,0,1,1,0,1,3
41,0,1,1,0,1,0,3
42,1,0,0,0,0,1,1
43,1,0,1,1,0,1,3
44,1,0,0,0,0,1,1
45,1,0,0,0,0,1,1
46,0,0,0,0,0,0,0
47,1,0,1,0,1,1,4
48,1,0,0,0,0,1,1
49,1,0,0,0,0,1,1
50,1,1,1,1,0,4,1
51,1,0,0,0,0,1,1
52,1,0,0,0,1,1,2
53,1,0,0,0,1,1,2
54,1,0,0,0,0,1,1
55,1,0,1,1,1,1,2
56,1,0,1,1,1,1,2
57,1,0,0,0,0,1,1
58,1,0,0,0,0,1,1
59,1,0,0,1,1,1,2
60,1,0,0,0,0,1,1
61,1,0,1,0,0,1,3
62,1,0,0,0,0,1,1
63,1,0,0,1,1,1,2
64,1,0,0,0,0,1,1
65,1,0,0,0,0,1,1
66,1,0,1,1,1,1,2
67,1,0,0,0,0,1,1
68,1,1,1,1,1,5,0
69,1,0,0,0,0,1,1
70,1,0,0,0,0,1,1
71,1,0,0,1,0,1,3
72,1,0,0,0,0,1,1
73,1,0,0,1,1,1,2
74,1,0,0,0,0,1,1
75,1,1,1,1,1,5,0
76,1,0,0,0,0,1,1
77,1,0,0,0,0,1,1
78,1,1,1,0,0,3,1
79,1,1,1,1,1,5,0
80,1,0,0,0,0,1,1
81,1,0,1,1,1,1,2
82,1,0,0,0,0,1,1
83,1,0,0,0,0,1,1
84,1,0,0,0,1,1,2
85,1,1,1,1,1,5,0
86,1,0,0,1,1,1,2
87,1,0,0,0,0,1,1
88,1,0,0,0,0,1,1
89,1,1,1,0,1,3,2
90,0,0,0,0,0,0,0
91,1,0,0,0,0,1,1
92,1,0,0,0,0,1,1
93,1,0,0,0,0,1,1
94,1,1,0,1,1,2,2
95,1,0,0,0,0,1,1
96,1,1,1,1,1,5,0
97,1,1,0,0,0,2,1
98,1,1,1,1,1,5,0
99,1,0,1,1,1,1,2
100,1,0,0,0,0,1,1
