QuestionID,Response_1,Response_2,Response_3,Response_4,Response_5,ToF,NoF
1,1,0,1,1,0,1,3
2,1,0,0,0,0,1,1
3,1,1,0,1,1,2,2
4,1,0,0,0,0,1,1
5,1,1,0,0,0,2,1
6,1,0,1,0,0,1,3
7,1,0,0,1,0,1,3
8,0,0,1,1,1,0,1
9,1,0,0,0,0,1,1
10,1,0,1,0,0,1,3
11,1,0,0,0,0,1,1
12,0,0,0,0,0,0,0
13,1,0,0,0,0,1,1
14,1,0,0,0,1,1,2
15,1,0,0,0,0,1,1
16,1,0,0,0,0,1,1
17,1,1,0,1,1,2,2
18,1,0,0,0,0,1,1
19,1,0,0,0,0,1,1
20,1,0,1,1,1,1,2
21,1,0,0,0,0,1,1
22,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
24,1,0,0,1,0,1,3
25,1,0,0,0,0,1,1
26,1,0,0,0,0,1,1
27,1,0,0,0,0,1,1
28,1,0,0,1,0,1,3
29,1,0,0,0,0,1,1
30,1,0,0,1,1,1,2
31,1,0,0,0,0,1,1
32,1,0,0,1,1,1,2
33,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0
35,0,1,1,0,0,0,2
36,0,0,0,0,1,0,1
37,1,0,0,1,0,1,3
38,1,0,0,0,0,1,1
39,0,0,0,0,0,0,0
40,1,0,0,0,0,1,1
41,1,0,0,1,1,1,2
42,1,0,0,0,0,1,1
43,1,0,1,0,0,1,3
44,1,0,0,0,0,1,1
45,1,0,0,0,0,1,1
46,0,0,0,0,0,0,0
47,1,0,0,0,0,1,1
48,1,0,0,0,0,1,1
49,1,0,1,1,1,1,2
50,1,1,1,1,1,5,0
51,1,0,1,1,1,1,2
52,1,1,0,0,0,2,1
53,1,0,0,0,0,1,1
54,1,0,0,0,0,1,1
55,1,0,0,0,0,1,1
56,1,0,1,1,1,1,2
57,1,0,0,0,0,1,1
58,1,0,0,0,0,1,1
59,1,0,0,0,0,1,1
60,1,0,0,1,0,1,3
61,1,0,1,1,1,1,2
62,0,0,0,0,0,0,0
63,1,0,0,0,0,1,1
64,1,0,0,0,0,1,1
65,1,0,1,1,1,1,2
66,1,0,0,1,1,1,2
67,1,0,0,1,1,1,2
68,1,0,0,1,1,1,2
69,1,0,0,0,0,1,1
70,0,0,0,0,0,0,0
71,1,0,0,1,0,1,3
72,1,1,0,1,1,2,2
73,1,0,0,0,0,1,1
74,1,1,1,1,1,5,0
75,1,0,0,0,0,1,1
76,1,0,0,0,0,1,1
77,1,0,0,0,0,1,1
78,1,0,0,0,0,1,1
79,1,0,1,0,0,1,3
80,0,0,0,0,0,0,0
81,1,0,0,0,0,1,1
82,0,0,0,0,0,0,0
83,1,0,0,0,0,1,1
84,1,0,0,0,0,1,1
85,0,0,1,1,1,0,1
86,1,0,0,0,0,1,1
87,1,0,0,0,1,1,2
88,1,0,0,0,0,1,1
89,1,0,0,1,1,1,2
90,1,0,0,0,0,1,1
91,1,0,0,0,0,1,1
92,1,0,0,0,0,1,1
93,1,0,0,0,0,1,1
94,0,0,0,0,0,0,0
95,1,0,1,1,1,1,2
96,0,0,1,1,1,0,1
97,1,0,0,0,1,1,2
98,1,0,0,0,0,1,1
99,1,0,0,0,0,1,1
100,1,0,0,0,0,1,1
